"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"2021/05/01","00:00","2.684","2.152","1.605","0.965","0.937","0.269","0.082","-0.351","0"
"2021/06/01","00:00","2.832","2.244","1.647","1.053","1.021","0.394","0.161","-0.187","0"
"2021/07/01","00:00","2.743","2.169","1.608","0.984","0.961","0.315","0.086","-0.21","0"
"2021/08/01","00:00","2.894","2.336","1.854","1.211","1.194","0.535","0.384","0.204","0"
"2021/09/01","00:00","2.52","2.106","1.746","1.119","1.114","0.482","0.397","0.19","0"
"2021/10/01","00:00","2.241","2.051","1.634","1.03","1.016","0.397","0.266","0.01","0"
"2021/11/01","00:00","2.773","2.192","1.673","1.034","1.004","0.338","0.154","-0.121","0"
"2021/12/01","00:00","3.225","2.29","1.657","1.05","1.017","0.377","0.102","-0.108","0"
"2022/01/01","00:00","2.963","2.221","1.585","0.961","0.93","0.276","0.095","-0.174","0"
"2022/02/01","00:00","2.69","2.028","1.562","0.968","0.939","0.315","0.187","-0.088","0"
"2022/03/01","00:00","2.33","1.831","1.503","0.873","0.865","0.227","0.148","-0.039","0"
"2022/04/01","00:00","2.307","1.89","1.568","0.922","0.927","0.286","0.135","-0.164","0"
"2022/05/01","00:00","2.51","2.018","1.536","0.929","0.927","0.318","0.135","-0.203","0"
"2022/06/01","00:00","2.553","1.988","1.46","0.853","0.834","0.207","0.03","-0.38","0"
"2022/07/01","00:00","2.648","1.995","1.477","0.883","0.85","0.223","0.076","-0.226","0"
"2022/08/01","00:00","2.592","2.018","1.611","1.014","1.006","0.4","0.302","-0.052","0"
"2022/09/01","00:00","2.723","2.166","1.831","1.155","1.155","0.479","0.397","0.197","0"
"2022/10/01","00:00","2.684","2.267","1.857","1.168","1.173","0.489","0.355","0.072","0"
"2022/11/01","00:00","2.54","2.097","1.591","0.939","0.929","0.266","0.082","-0.229","0"
